Sentence,encode_tags
có mấy con đi quán biết là bọn mày bỏ tiền ra thật đó nhưng làm người thì có văn_hóa với ạ đcm xả rác đổ tùm_lum rồi xé giấy nói_chung là bọn nó đi cái chỗ đó như kiểu ở ngành luôn ấy tưởng bỏ tiền ra là làm cha làm mẹ người_ta vậy đó mặt đẹp mà tính ở dơ,1
đm thằng nào đổi gậy như_ý của tao rồi,0
trách ai bây_giờ_đây huhu,5
chuẩn không cần chỉnh,2
cực phẩm luôn kìa,2
trailer không có tiếng thôi mà đã thấy ghê rồi đó,3
nguy_hiểm đến với bao_nhiêu bất_cứ lúc_nào,3
cái ngành tài_chính của mình có chỗ dụng_võ tốt rồi_đây,2
mình đang thất_tình đéo hiểu sao đi cafe còn toàn tận_cùng nỗi nhớ chạm đáy nỗi đau đừng như thói_quen đụ mẹ,5
chợt nhận ra mình yếu_đuối như một đứa con_gái vậy,5
sao nó mới_vậy,6
youtuber nhà người_ta đấy làm cho mọi người cười sảng_khoái còn vn thì toàn món ăn_không lồ rồi mấy cái khác người,1
điểm thì có hết rồi cần gì quan_tâm đề thi nữa,4
hết thuốc à mấy thằng quằn què gặp tao thiến cmnl,0
chăn lắm lông bắp_tay thì to ôi tuổi_thơ của tao <NUM>,1
không nên tin bất_cứ <NUM> người nào cả,4
ngửi mùi hoa sữa xong chia_tay,4
ngồi nhiều quá nhìn họ đau mắt,5
đéo nổi ngày lol nào đi làm về đã mệt rồi gặp bà nội ở nhà giận với chả hờn còn hơn khách_hàng nữa đụ_mẹ mệt_mỏi vcl,0
thấy cờ rút trên tờ polime là tim rụng_rời liền,2
hôm_qua tao cũng xem chục lần bài đếch gì hay vãi,2
những trường như thế cho giải_tán cấm tuyển_dụng luôn,0
xem cái này đi tao coi phần <NUM> rồi này phần <NUM> tiếp nè,4
đội cái mũ vào chết đéo ai không có mũ xong đập đầu xuống đất chết không chết cho lại sống cuộc_đời nửa ngáo,1
thớt này chụp kém vãi <NUM> khung_cảnh mà chụp tận <NUM> bức <NUM> in <NUM>,1
điều hối_tiếc nhất cấp <NUM> là chưa kí lên áo của nhau,5
buồn thật ấy,5
lũ người nhu_nhược,1
thông_minh,2
kệ mẹ tao tao thích nuôi chó thôi oke nó đéo bao_giờ kêu tao bướng,0
bên trung về mảng tuyên_truyền đỉnh ghê luôn á,6
e thắc_mắc là cố_gắng <NUM> năm mà rủi_ro khách_hàng hay bên nhà sx dây không cảm_động là ăn_cám ạ,5
có gì đó sai sai,6
em nghĩ chị_em mình cần tìm_hiểu quen_biết nhau ạ,4
đụ mẹ đọc bình_luận bực giùm chủ thớt,0
gắp đúng lúc nhưng hình_như đúng lúc người_ta không muốn y ai đó là <NUM> câu_chuyện buồn,5
t_thề với mày là tối thấy cái này chắc đái con_mẹ nó ra quần,3
đợi em đủ tuổi anh chờ được không,4
đừng cứ đổ_thừa cho ngành đường sất khi có quá nhiều anh não bé,1
chúng_ta nên làm như_vậy từ lâu mới_phải,2
đéo hiểu sao có đứa nghĩ là cứ chơi với nhiều trai là bị sờ soạn kiến_thức hạn_hẹp vãi cậu ạ,0
muốn coi cái khúc vẩy xong rồi dừng lại làm_sao ấy không,2
mua con lợn 50k được lì_xì 40k ok em ổn,5
mấy bạn nào có ý_định tổ_chức sn nv thì tém tém lại síu đi nếu thích tổ_chức sn kiểu nv ở đâu cũng vậy khi ra về làm_ơn bo cho nv dọn phòng đó <NUM> 30k gì đó cho có_tình người síu nha_,1
coi phim này chắc chết luôn trong rạp,3
nó quan_tâm mày thì mày đừng vội mừng là nó thích mày nó chơi chán rồi nó bỏ thôi,1
dân_chơi nhìn cái biết ngay,2
phá làng phá xóm,1
tao nhận ra mình đã sai,5
30s mặc_niệm bắt_đầu,5
mặc váy kìa thời_trang hiện_đại quá,6
con thương ông quá,5
nhìn mặt con chó tội vãi,5
tu mà không dám cao đầu mà sau gọi là tu còn dám súc phạm vong_linh người khác bà này là súc_vật,1
biết ngay anh lại mượn đầm của vợ,2
đắt hơn sân_bay luôn,6
cm lộ hết thông_tin của người_ta,1
đã nguy_hiểm_vậy sao không_hủy mà bán <NUM> <NUM>,3
bán không thu thuế luôn à,6
tao chỉ thấy tình_yêu của tao nó tan_vỡ thôi,5
buồn_cười vãi,2
thế <NUM> đứa con_trai bỏ thời_gian ra nói_chuyện thân_thiết với <NUM> đứa con_gái không phải là nó thích con đó thì có con cặc nó làm vậy,0
chưa khi mô biết cảm_giác đi nhởi trung_thu với người_yêu như răng,5
móng này móc cua thì đỉnh,2
có mưa cảm_giác như được sống lại,2
mà nó đéo ' quan_tâm thì càng đừng nghĩ nó thích mình nha vậy,1
vợ dùng phá quá nên bos mới thế,4
haha biết ngây mà,2
bể mẹ cái kính cường_lực mới dán #,5
dù đúng hay sai cũng đừng bao_giờ cãi nhau với con gáo đến cuối_cùng mày vẫn sai,4
cần gì xa_hoa đâu thế này là hạnh_phúc thấy thương và ngưỡng_mộ ông_bà quá,2
sao nhanh như chớp vậy được,6
nhỏ không dạy để lớn lên làm đĩ à phụ_huynh kiểu gì thế,0
thằng kia làm nhẹ nhẹ thôi nhé,4
no ́ xâ ́ u tao thi ̀,1
thế_là đã phần_nào đoán được kết_quả cuộc gặp tại hà_nội,4
bạn đã hiểu nổi khổ của mario khi mua_vui cho bạn chưa,5
cái đất_nước này loạn_luân mẹ hết rồi,1
ôi zồi ôi nhìn cái mặt của ẻm kìa yêu ghê,2
phố mày co ́ đô ̀ người nghiê ̣ p tô ́ tao ghê,4
haha bữa <NUM> đứa mới phong_trào xong,4
mốc từ trong trứng,4
truy_tố ra tòa chứ phạt hành_chính gì lừa_đảo có tổ_chức số tiền trăm tỷ thêm tội truyền_bá mê_tín dị_đoan,0
xem tới đây đụ mẹ ứa nước_mắt,5
toàn nam thanh nữ tú mở mồm ra nói hay như sách giáo_khoa hành_động thì như con c,0
thân là người_yêu mình mong cậu có_thể giống được như đôi mặc áo nâu,2
sao cái kết gì mà buồn_vậy,5
cô ơi nhiệt_tình là tốt nhưng bản_thân phải an_toàn trước,4
nói mưa là mưa vậy chời tôi còn đi chơi đi học nữa mừ,5
<NUM> vị đắng của mưu_sinh <NUM> vị ngọt của hạnh_phúc gia_đình,4
xinh nhỉ ngày_xưa cũng xem phim này mà không để_ý có cả bả,2
bởi đây là lý_do tao không muốn xem điện_thoại người_yêu nếu không nó xanh cỏ lâu rồi,1
còn gì hạnh_phúc hơn trong cuộc_sống này,2
ai cũng từng bị bố_mẹ chửi_mắng em ấy cũng vậy là người_lớn chúng_ta lắng_nghe và chia_sẻ nhiều người già rồi mà_phát_ngôn xấc_xược láo_toét mất_dạy không_thể chấp_nhận được chả bằng được cái đứa con_nít còn tỏ_vẻ ta_đây,0
thớt làm chị mà ích_kỉ vãi,1
mấy thanh_niên ngu học theo ngôn tình thấy chai bé không viết hết được lại mua chai <NUM> <NUM> lít thì hơi mệt đấy,1
tuổi_thơ của tôi,2
việt nam cái gì cũng có_thể ăn được,4
đang ăn mà sao cứ chỉa trym vô hoài vậy khắm s ăn,1
khóc muốn rơi cả mắt,5
kích_thích vãi,2
ám_ảnh thật_sự,3
huhu em không biết phải đi xem phim với ai nữa,5
gần nhà c ơi hic hic,5
tại cái gậy thôi còn đâu là vẫn đẹp,4
cái thằng adim này mày xàm quá oy đấy biến khỏi trang tao nhé,0
đã sợ nhện rồi mà gặp thằng admin chơi trò mất_nết,0
nhờ cái bếp như này mà hồi nhỏ tao suýt đốt cả nhà và bị chửi đó,5
hốt về cháu có bón được cơm mớm được sữa cho nó mỗi ngày không nó chơi game cháu có rửa chân bón cơm để nó chơi nốt ván không mai cô ship tận giường nuôn,1
đọc tin nhắn đầu thấy cay cay ngay_mũi,5
người_yêu công_sở nè,2
vậy là hên rồi,2
chiều anh bắn chưởng để em quay nhé,4
nghe chưa nhân_viên mới không,2
ngáo nó có cắn đâu,4
dị_ứng với kiểu nhắn_tin riêng_tư mà cả thế_giới đều biết,1
cười ỉa thây nó thét mà tao nghĩ dọn xong nó đi luôn cái cổ_họng,2
em rất duyên và có khiếu hài_hước nhìn mặt em thôi là chị đã muốn cười ba mẹ chửi mà vẫn vui_tươi như_vậy thì đáng khích_lệ mà sao nhiều người bình_luận nặng_lời thế không biết chỉ là vui thôi mà,1
má nó mặc_dù không có ý kì_thị nhưng đụ mẹ cảnh <NUM> thằng hôn nhau buông nôn_vãi,1
lên lịch hẹn_hò nhanh,2
không biết chuyện gia_đình người_ta nhưng nhình mặt bà cũng thảo là thấy không có cảm_tình ngay từ đầu mà nhờ bài viết này mới biết king cofe là của bả phải công_nhận là nó uống dở_thiệt,1
nóng thế này cái thứ mày cho cũng không ăn,1
tiếc quá nguyên_nhân,5
ấm lòng vãi huhu,2
thế không tính vậy thì muốn cái bệnh_viện thành mẹ cái bãi giữ xe à,0
ngầu vãi lìn luôn á,2
giờ tao mới hiểu được hết những gì mà trước đây đọc bình_luận tao đéo hiểu,2
lớp <NUM> xí mót được cái chong_chóng bán lại cho thằng hàng_xóm 50d,2
tôi khóc lun huhu,5
má như người_yêu,2
tao chưa được rơi vào hoàn_cảnh này nên cũng không biết nữa,4
thề chứ phim nay xem đi xem_lại không thấy chán vẫn như mớinxem_vậy,2
không biết vì_sao họ vẫn cười nhưng mình thì khóc,5
cho đi luôn bớt lo,4
đoạn phim thôi mà ý_nghĩa_thế,6
lông xấu không mượt bằng con ngu kia được,1
cái này gọi là truyền_thống không_thể nói là quên được,4
đấy y đâu cần phải to tác phải gào lên cho cả thế_giới biết,4
haha sao tôi nghĩ tới em liền luôn á,2
chưa chia_tay nữa mà còn khó đây,4
thế đéo nào nó lại kẻ dưới đấy nhỉ,1
oai đéo gì cái trêu gái,1
mình nghĩ bà thảo chiếm được công tình_yêu là sẽ bán ngay cổ_phần cho đại_gia bên thái lan nào đó mong là chuyện này không bao_giờ xảy ra,4
lâu_lâu lại mong mất điện để nấu cơm rác nk mát <NUM> tí chứ cứ <NUM> độ có mà khỏi ăn,4
tội_nghiệp thằng bé chúng_mày bốc đâu mấy cái thẻ hay thế vậy,5
áp_dụng với đứa yêu mày thôi nha,4
chời má ngọt chết tao rồi,2
đó là lý_do tại_sao em luôn nói với anh có gì cũng phải nói ra,3
phải em thì đụ mẹ nó chửi thé thì đéo cần nói nhiều nữa gọi c an xuống kéo mẹ nó xe đi kiểu gì cũng mệt thôi bác,0
xài vietcombank sinh_nhật cũng không được chúc luôn,5
hôm đấy bổn cung về quê báo_hiếu cha_mẹ,2
chỉ có được cái chữ đẹp hihihi,2
trời má cute vãi loz,2
là do bản_thân tao ngu thôi,5
cho chúng vào nhà_đá quá độc_ác không giết người bằng súng như thế này là giết hàng loat đấy thât khốn_nạn,0
không biết nói sao nghiện chuẩn mẹ rồi crush ợ mà nó nhẫn_tâm lắm hồi trước còn hay cal video từ hôm tao cạo trọc y_như là mất_tích luôn chắc phải để tóc mọc lại tao mới dám gọi,2
nhân_quả đến sớm lắm đăng lên làm gì,4
nhìn cái bà này tôi chỉ muốn xoạc bà <NUM> cái sao bà không là con_trai nhỉ ông trời quá là trêu người rồi,5
cho_dù em có dành được bao_nhiêu học_bổng đi chăng_nữa nhưng mãi_mãi em sẽ không_thể có được tôi,2
đã xem <NUM> lần bộ phim này,2
ôi vãi mày thật bất_hạnh vì có lũ bạn như_thế,5
đây là tây chứ mấy thằng việt_nam như này đảm_bảo kêu ngáo đá vậy,1
xin_lỗi đây mình vẫn nấu nhé,2
bỏ quên não đó chứ đâu phải rác,1
phim này quá hay xem đi xem_lại mãi không chán đặt tay lên ngực ` mọi chuyện đều ổn ` câu nói kinh_điển,2
thôi xong biết thế tém tém lại,3
gym thì liên_quan cặc gì đến bede tuy gym nhưng người_ta còn siêng tập nặng hơn mấy tụi bây nhé,0
mình bình_luận chủ_yếu muốn khoe mình là fan cứng thôi các bạn không cần để_ý,2
bất_cái con cặc <NUM> cái trung_thu tao vẫn <NUM> mình tao có thấy bất_hạnh đâu khẩu_nghiệp,0
số tao không được ăn_uống mà,5
rửa bát cũng được nấu cơm cũng được giặt quần_áo cũng được miễn_là có ba mẹ vợ_con là được làm gì cũng được,4
đụ mẹ cho vào bảo_tàng làm lồn gì nhà khoa hc đã nghiên_cứu sừng tê_giác như móng tay của bạn thế sao không đem về mà chữa bênh đụ má rảnh ghê,1
cô quét đi cô cho cháu hốt về với,2
tránh xa nó ra nó ngáo đó 8h sáng mà nó đòi đi ngủ là hiểu rồi,1
hỏi nhiều nó lại cho vào đối_tượng truy_nã,4
nhớ lại vẫn còn tức á cái lol mẹ,0
lo tương_lai bị bỏ_rơi của chú đi vậy,4
và sếp tốt có_thể giúp ta vui_vẻ từ sáng thứ hai cho đến tối chủ_nhật,2
lại tạo điều_kiện cho mấy chị fa vào thả thính,2
muốn nhai luôn cả trái_đất,0
lại nhớ chiều nay buồn_cười sấp_mặt luôn vậy dù mệt nhưng ngày nào tan làm cũng muốn được đèo đưa đi ăn kem ăn đồ chua ăn miến trộn như hôm_nay cer vậy,2
không ngờ tin nhắn riêng_tư cũng phải kiêng_nể nhắn_tin để lỡ có bị chụp vẫn thấy chả sao,3
tao cũng ước mình có <NUM> tình_yêu như ông_bà,2
đau_đớn quá sao phải tham mấy đồng_tiền đó nhỉ,5
quả này lại là nhà dột từ nóc rồi,1
mong là chuyện không có thật chứ có thật thì đau_lòng vãi ra,5
nguy_hiểm luôn rình_rập xung_quanh chúng_ta,3
trắc đấy là nyc của nó,2
đừng hỏi tại_sao giới_tính cứ bị bẻ cong,4
khóc hết nước_mắt,5
đúng là chó cậy chủ mà,1
chấp_nhận đi mày chửi gì dữ vậy mỗi người mổ việc mà nếu không thích thì kiếm việc khác mà làm,1
ở đoạn đó hồi năm nhất tao ` được ` họ lấy 10k vì sáng sớm đem duy_nhất 10k trong túi thế_là nộp luôn,5
đọc nhầm con nhện thành con gián thật khó hiểu,4
may mà bà_già bảo năm hạn đừng đi chứ không hạn thật,4
cái giống mắc zại nhất từng thấy,1
bắn cái lũ khốn nặn kia ra mấy ông_bà lại ăn cho lắm tiền vào để cả <NUM> thế_hệ trẻ_em bệnh_tật làm cho ra lẽ đi bọn này bắn cm nó đi quá là ác,0
đéo có não à,1
không biết bác dạy ra sao mà đến_nỗi còn tao dạy nhận tiền_mặt dạy <NUM> ngày là phụ_huynh trả luôn tiền tháng đó chứ không có nhập_nhằng gì hết,1
thực_ra bị bóc trên mạng thì thường là bẩn_thỉu không phân quê_quán,4
ôi không đọc được bài của chị thì em vẫn tin_tưởng cái group đấy lắm,1
tính ra là <NUM> cuộn keo <NUM> mặt sẽ giải_quyết được moij chuyện cơ_mà ý_thức như lồn thật vậy,1
chỗ đó không có họ thấy lạ chứ như tao lần đầu thấy trên internet tao cũng lạ chửi gì ghê_thế,1
khổ_thân các cháu,5
nước bẩn quá toàn rác,1
chỉ những người độc_thân thôi,5
nhìn cái muốn cong d,2
thanh_niên bỏ nhà theo trai rồi bầu bắt sen chăm thứ hoàng thượng dâm tà,1
tao đợi cái post về loài hãm lòn này lâu lắm rồi nhá dcm nhìn ngốc_nghếch thế thôi mà dữ lắm luôn có lần tao cúi xuống cầm gậy đuổi nó vào chuồng mà nhân lúc tao sơ_hở rón_rén đến suýt táp vào đít tao lúc ấy sợ tụt lòn vì chỉ còn có <NUM> bước nữa thôi là nó đớp gọn tao rồi có hôm tao vừa ngờ_nghệch ra vườn hóng mát thì cả đàn cả đàn nhé dí tao chạy quanh vườn con nào con nấy vênh cổ lên chạy theo tao nhờ nó mà suýt chút nữa tao chết vì đau tim,1
